net	instance_name	print_name	bom_line_number	mfg	mpn	item_type	parent_instance	location_type	segment_group	segment_order	connector_group	channel_group	circuit_id	circuit_port_number	node_at_end_a	node_at_end_b	print_name_at_end_a	print_name_at_end_b	parent_csys_instance_name	parent_csys_outputcsys_name	translate_x	translate_y	rotate_csys	absolute_rotation	csys_children	cable_group	cable_container	cable_identifier	length	diameter	appearance	note_type	note_number	note_parent	note_text	note_affected_instances	lib_repo	lib_subpath	lib_desc	lib_latest_rev	lib_rev_used_here	lib_status	lib_releaseticket	lib_datestarted	lib_datemodified	lib_datereleased	lib_drawnby	lib_checkedby	project_editable_lib_modified	lib_build_notes	lib_tools	this_instance_mating_device_refdes	this_instance_mating_device_connector	this_instance_mating_device_connector_mpn	this_net_from_device_refdes	this_net_from_device_channel_id	this_net_from_device_connector_name	this_net_to_device_refdes	this_net_to_device_channel_id	this_net_to_device_connector_name	this_channel_from_device_refdes	this_channel_from_device_channel_id	this_channel_to_device_refdes	this_channel_to_device_channel_id	this_channel_from_channel_type	this_channel_to_channel_type	signal_of_channel_type	debug	debug_cutoff
/INPUT_SNK	circuit-16	neg of PREAMP2.in2 <-> VOCAL1.out1				circuit						channel-PREAMP2.in2-VOCAL1.out1	16		X1.A.9	VOCAL1.out1.3																																							X1	ch2	A	VOCAL1	out1	out1	PREAMP2	in2	VOCAL1	out1	(1, 'https://github.com/harnice/harnice')	(2, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	PREAMP2.in2.1					connector_cavity	PREAMP2.in2.conn	node			PREAMP2.in2		17	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	X1.B.25					connector_cavity	X1.B.conn	node			X1.B		17	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	circuit-17	chassis of PREAMP2.in2-shield <-> VOCAL1.out1-shield				circuit						channel-PREAMP2.in2-shield-VOCAL1.out1-shield	17		PREAMP2.in2.1	X1.B.25																																							PREAMP2	in2-shield	in2	X1	ch0-shield	B	PREAMP2	in2-shield	VOCAL1	out1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
	channel-PREAMP2.in2-shield-VOCAL1.out1-shield	PREAMP2.in2-shield <-> VOCAL1.out1-shield				channel		segment				channel-PREAMP2.in2-shield-VOCAL1.out1-shield																			{'base_color': '#4039A1'}																														PREAMP2	in2-shield	VOCAL1	out1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:132 in <module>() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	/OUTPUT_SNK:channel-PREAMP2.in2-shield-VOCAL1.out1-shield	PREAMP2.in2-shield <-> VOCAL1.out1-shield				net-channel	channel-PREAMP2.in2-shield-VOCAL1.out1-shield	segment				channel-PREAMP2.in2-shield-VOCAL1.out1-shield			PREAMP2.in2.1	X1.B.25	in2-shield	ch0-shield													{'base_color': '#4039A1'}																								PREAMP2	in2-shield	in2	X1	ch0-shield	B	PREAMP2	in2-shield	VOCAL1	out1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/INPUT_SNK	X1.A.25					connector_cavity	X1.A.conn	node			X1.A		18	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	VOCAL1.out1.1					connector_cavity	VOCAL1.out1.conn	node			VOCAL1.out1		18	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/INPUT_SNK	circuit-18	chassis of PREAMP2.in2-shield <-> VOCAL1.out1-shield				circuit						channel-PREAMP2.in2-shield-VOCAL1.out1-shield	18		X1.A.25	VOCAL1.out1.1																																							X1	ch0-shield	A	VOCAL1	out1-shield	out1	PREAMP2	in2-shield	VOCAL1	out1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	/INPUT_SNK:channel-PREAMP2.in2-shield-VOCAL1.out1-shield	PREAMP2.in2-shield <-> VOCAL1.out1-shield				net-channel	channel-PREAMP2.in2-shield-VOCAL1.out1-shield	segment				channel-PREAMP2.in2-shield-VOCAL1.out1-shield			X1.A.25	VOCAL1.out1.1	ch0-shield	out1-shield													{'base_color': '#4039A1'}																								X1	ch0-shield	A	VOCAL1	out1-shield	out1	PREAMP2	in2-shield	VOCAL1	out1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	MIC3.out1.node					node		node			MIC3.out1																																																									harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:150 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/MIC_CABLE_2	MIC3.out1.conn				D38999_26ZA98PN	connector		node			MIC3.out1								MIC3.out1.node	origin																	https://github.com/harnice/harnice															MIC3	out1	XLR3M														harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:82 in <module>() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	MIC3.out1.2					connector_cavity	MIC3.out1.conn	node			MIC3.out1		19	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/MIC_CABLE_2	X3.A.node					node		node			X3.A																																																									harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:210 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/MIC_CABLE_2	X3.A.conn				D38999_26ZC35PN	connector		node			X3.A								X3.A.node	origin																	https://github.com/harnice/harnice															X3	A	DB25M														harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:98 in <module>() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	X3.A.24					connector_cavity	X3.A.conn	node			X3.A		19	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	circuit-19	pos of MIC3.out1 <-> PREAMP2.in1				circuit						channel-MIC3.out1-PREAMP2.in1	19		MIC3.out1.2	X3.A.24																																							MIC3	out1	out1	X3	ch0	A	MIC3	out1	PREAMP2	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
	channel-MIC3.out1-PREAMP2.in1	MIC3.out1 <-> PREAMP2.in1				channel		segment				channel-MIC3.out1-PREAMP2.in1																			{'base_color': '#D59A10'}																														MIC3	out1	PREAMP2	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:125 in <module>() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	/MIC_CABLE_2:channel-MIC3.out1-PREAMP2.in1	MIC3.out1 <-> PREAMP2.in1				net-channel	channel-MIC3.out1-PREAMP2.in1	segment				channel-MIC3.out1-PREAMP2.in1			MIC3.out1.2	X3.A.24	out1	ch0													{'base_color': '#D59A10'}																								MIC3	out1	out1	X3	ch0	A	MIC3	out1	PREAMP2	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/INPUT_SNK	X3.B.node					node		node			X3.B																																																									harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:150 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	X3.B.conn				D38999_26ZE6PN	connector		node			X3.B								X3.B.node	origin																	https://github.com/harnice/harnice															X3	B	DB25F														harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:106 in <module>() -> instances_list.py:161 in modify()	 
/INPUT_SNK	X3.B.24					connector_cavity	X3.B.conn	node			X3.B		20	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	X1.A.7					connector_cavity	X1.A.conn	node			X1.A		20	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/INPUT_SNK	circuit-20	pos of MIC3.out1 <-> PREAMP2.in1				circuit						channel-MIC3.out1-PREAMP2.in1	20		X3.B.24	X1.A.7																																							X3	ch0	B	X1	ch3	A	MIC3	out1	PREAMP2	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	/INPUT_SNK:channel-MIC3.out1-PREAMP2.in1	MIC3.out1 <-> PREAMP2.in1				net-channel	channel-MIC3.out1-PREAMP2.in1	segment				channel-MIC3.out1-PREAMP2.in1			X3.B.24	X1.A.7	ch0	ch3													{'base_color': '#D59A10'}																								X3	ch0	B	X1	ch3	A	MIC3	out1	PREAMP2	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	X1.B.7					connector_cavity	X1.B.conn	node			X1.B		21	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	PREAMP2.in1.2					connector_cavity	PREAMP2.in1.conn	node			PREAMP2.in1		21	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	circuit-21	pos of MIC3.out1 <-> PREAMP2.in1				circuit						channel-MIC3.out1-PREAMP2.in1	21		X1.B.7	PREAMP2.in1.2																																							X1	ch3	B	PREAMP2	in1	in1	MIC3	out1	PREAMP2	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	/OUTPUT_SNK:channel-MIC3.out1-PREAMP2.in1	MIC3.out1 <-> PREAMP2.in1				net-channel	channel-MIC3.out1-PREAMP2.in1	segment				channel-MIC3.out1-PREAMP2.in1			X1.B.7	PREAMP2.in1.2	ch3	in1													{'base_color': '#D59A10'}																								X1	ch3	B	PREAMP2	in1	in1	MIC3	out1	PREAMP2	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	MIC3.out1.3					connector_cavity	MIC3.out1.conn	node			MIC3.out1		22	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/MIC_CABLE_2	X3.A.12					connector_cavity	X3.A.conn	node			X3.A		22	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	circuit-22	neg of MIC3.out1 <-> PREAMP2.in1				circuit						channel-MIC3.out1-PREAMP2.in1	22		MIC3.out1.3	X3.A.12																																							MIC3	out1	out1	X3	ch0	A	MIC3	out1	PREAMP2	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	X3.B.12					connector_cavity	X3.B.conn	node			X3.B		23	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	X1.A.20					connector_cavity	X1.A.conn	node			X1.A		23	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/INPUT_SNK	circuit-23	neg of MIC3.out1 <-> PREAMP2.in1				circuit						channel-MIC3.out1-PREAMP2.in1	23		X3.B.12	X1.A.20																																							X3	ch0	B	X1	ch3	A	MIC3	out1	PREAMP2	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	X1.B.20					connector_cavity	X1.B.conn	node			X1.B		24	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	PREAMP2.in1.3					connector_cavity	PREAMP2.in1.conn	node			PREAMP2.in1		24	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	circuit-24	neg of MIC3.out1 <-> PREAMP2.in1				circuit						channel-MIC3.out1-PREAMP2.in1	24		X1.B.20	PREAMP2.in1.3																																							X1	ch3	B	PREAMP2	in1	in1	MIC3	out1	PREAMP2	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/MIC_CABLE_2	MIC3.out1.1					connector_cavity	MIC3.out1.conn	node			MIC3.out1		25	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/MIC_CABLE_2	X3.A.25					connector_cavity	X3.A.conn	node			X3.A		25	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	circuit-25	chassis of MIC3.out1-shield <-> PREAMP1.in1-shield				circuit						channel-MIC3.out1-shield-PREAMP1.in1-shield	25		MIC3.out1.1	X3.A.25																																							MIC3	out1-shield	out1	X3	ch0-shield	A	MIC3	out1-shield	PREAMP1	in1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
	channel-MIC3.out1-shield-PREAMP1.in1-shield	MIC3.out1-shield <-> PREAMP1.in1-shield				channel		segment				channel-MIC3.out1-shield-PREAMP1.in1-shield																			{'base_color': '#4039A1'}																														MIC3	out1-shield	PREAMP1	in1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:132 in <module>() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	/MIC_CABLE_2:channel-MIC3.out1-shield-PREAMP1.in1-shield	MIC3.out1-shield <-> PREAMP1.in1-shield				net-channel	channel-MIC3.out1-shield-PREAMP1.in1-shield	segment				channel-MIC3.out1-shield-PREAMP1.in1-shield			MIC3.out1.1	X3.A.25	out1-shield	ch0-shield													{'base_color': '#4039A1'}																								MIC3	out1-shield	out1	X3	ch0-shield	A	MIC3	out1-shield	PREAMP1	in1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/INPUT_SNK	X3.B.25					connector_cavity	X3.B.conn	node			X3.B		26	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	X1.A.11					connector_cavity	X1.A.conn	node			X1.A		26	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/INPUT_SNK	circuit-26	chassis of MIC3.out1-shield <-> PREAMP1.in1-shield				circuit						channel-MIC3.out1-shield-PREAMP1.in1-shield	26		X3.B.25	X1.A.11																																							X3	ch0-shield	B	X1	ch1-shield	A	MIC3	out1-shield	PREAMP1	in1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	/INPUT_SNK:channel-MIC3.out1-shield-PREAMP1.in1-shield	MIC3.out1-shield <-> PREAMP1.in1-shield				net-channel	channel-MIC3.out1-shield-PREAMP1.in1-shield	segment				channel-MIC3.out1-shield-PREAMP1.in1-shield			X3.B.25	X1.A.11	ch0-shield	ch1-shield													{'base_color': '#4039A1'}																								X3	ch0-shield	B	X1	ch1-shield	A	MIC3	out1-shield	PREAMP1	in1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
